,venue,lat,lon,address,category
20366,Lokrum Pier,42.625574019856714,18.12282447868771,Lokrum,Harbor / Marina
20367,Karlovacko,42.581828255305034,18.21838632824648,,Bar
20368,Klupice,42.580497,18.217045,,Speakeasy
20369,blaksea adriatic,42.587092,18.217036,,Other Nightlife
20370,Vila Rozic,42.584336,18.214081,,Hotel
20371,353 Номер,42.578519,18.213983,,Housing Development
20372,630 номер с Милесей,42.577982,18.214491,,Residential Building (Apartment / Condo)
20373,Park Prevlaka,42.57834978710699,18.214019317105663,,Historic Site
20374,Hotel Villa Pattiera,42.580989,18.217684,Trumbicev Put 9,Residential Building (Apartment / Condo)
20375,Energy Clinic - Hotel Croatia,42.57857147921275,18.215010166168213,Frankopanska 10,Spa
20376,SPA Center,42.57844543457031,18.212764739990234,Hotel Croatia,Spa
20377,Ručak,42.581994,18.216727,,Mediterranean Restaurant
20378,Marina Cavtat,42.582542807728686,18.216467368930008,,Pier
20379,Dalmatino,42.581324373543126,18.218910105010128,,Mediterranean Restaurant
20380,Sea Kayaking Cavtat,42.58672393240888,18.21131944656372,Obala Ante Starčevića 25,Surf Spot
20381,Bugenvila,42.582160407141956,18.21666074902334,Obala A. Starčevića 9,Italian Restaurant
20382,Caffe bar Amor,42.58156175578802,18.216841141579152,Ante starcevica 10,Café
20383,Croatia Hotel,42.57843055604365,18.213845564574996,Frankopanska 10,Hotel
20384,Leut Restaurant,42.58084730548218,18.217244726259917,,Mediterranean Restaurant
20385,Aura Red Coral Cavtat Apartment,42.57987228529414,18.220668317884947,Put Cavtata 05,
20386,Lacroma,42.6078975,18.19643333333333,,
20387,Villa Ivy,42.583826,18.216734,,
20388,Mjesto za pišanje,42.580292,18.216769,,Emergency Room
